"","Code","Date","Time.x","Day","Station","Min Delay","Min Gap","Bound","Line","Vehicle","Code Description","Hour","Time Category","datetime","datetime_floor","Time.y","temperature_2m","precipitation"
"1","EUAC",2024-11-28,12:13:00,"Thursday","VICTORIA PARK STATION",37,41,"E","BD",5147,"Air Conditioning",12,"Non-Peak",NA,NA,"12:00",2.3,0.2
"2","EUAC",2024-06-24,16:36:00,"Monday","EGLINTON WEST STATION",3,6,"S","YU",5916,"Air Conditioning",16,"Peak",NA,NA,"16:00",19.8,0
"3","EUAC",2024-09-29,20:58:00,"Sunday","DUPONT STATION",6,12,"N","YU",5831,"Air Conditioning",20,"Non-Peak",NA,NA,"20:00",19.1,0
"4","EUAC",2024-09-21,17:59:00,"Saturday","OSGOODE STATION",6,12,"S","YU",5681,"Air Conditioning",17,"Peak",NA,NA,"17:00",20.2,0
"5","EUAC",2024-01-16,06:49:00,"Tuesday","KIPLING STATION",3,5,"E","BD",5169,"Air Conditioning",6,"Non-Peak",NA,NA,"06:00",-8.2,0
"6","EUAC",2024-06-07,12:50:00,"Friday","FINCH STATION",5,10,"S","YU",5576,"Air Conditioning",12,"Non-Peak",NA,NA,"12:00",14.5,0
"7","EUAC",2024-03-18,07:43:00,"Monday","KENNEDY BD STATION",3,6,"E","BD",5139,"Air Conditioning",7,"Peak",NA,NA,"07:00",-0.2,0
"8","EUAC",2024-07-05,10:58:00,"Friday","KENNEDY BD STATION",4,8,"W","BD",5129,"Air Conditioning",10,"Non-Peak",NA,NA,"10:00",18.2,0
"9","EUAC",2024-05-27,06:54:00,"Monday","VAUGHAN MC STATION",3,6,"S","YU",5646,"Air Conditioning",6,"Non-Peak",NA,NA,"06:00",14.5,5
"10","EUAC",2024-10-02,07:50:00,"Wednesday","YORK MILLS STATION",3,6,NA,"YU",5831,"Air Conditioning",7,"Peak",NA,NA,"07:00",13.9,0.9
"11","EUAC",2024-08-27,14:52:00,"Tuesday","KENNEDY BD STATION",4,8,"W","BD",5268,"Air Conditioning",14,"Non-Peak",NA,NA,"14:00",20.4,0
"12","EUAC",2024-05-04,20:03:00,"Saturday","ST CLAIR WEST STATION",4,9,"S","YU",5766,"Air Conditioning",20,"Non-Peak",NA,NA,"20:00",8.5,0
"13","EUAC",2024-01-06,19:59:00,"Saturday","KIPLING STATION",5,10,"E","BD",5052,"Air Conditioning",19,"Non-Peak",NA,NA,"19:00",1.7,0
"14","EUAC",2024-05-21,05:44:00,"Tuesday","FINCH STATION",4,8,"S","YU",5686,"Air Conditioning",5,"Non-Peak",NA,NA,"05:00",12.8,0
"15","EUAC",2024-07-28,11:54:00,"Sunday","FINCH STATION",0,0,"S","YU",5651,"Air Conditioning",11,"Non-Peak",NA,NA,"11:00",21,0
"16","EUAC",2024-09-16,08:46:00,"Monday","SHEPPARD WEST STATION",3,5,"S","YU",6051,"Air Conditioning",8,"Peak",NA,NA,NA,NA,NA
"17","EUAC",2024-05-27,13:04:00,"Monday","FINCH STATION",5,10,"S","YU",5766,"Air Conditioning",13,"Non-Peak",NA,NA,"13:00",14.3,1.4
"18","EUAC",2024-05-21,15:47:00,"Tuesday","SHEPPARD WEST STATION",3,6,"S","YU",5761,"Air Conditioning",15,"Peak",NA,NA,"15:00",12.2,0
"19","EUAC",2024-05-12,22:14:00,"Sunday","WILSON STATION",6,12,"S","YU",6101,"Air Conditioning",22,"Non-Peak",NA,NA,"22:00",9.9,0
"20","EUAC",2024-03-18,07:00:00,"Monday","KIPLING STATION",3,6,"E","BD",5139,"Air Conditioning",7,"Peak",NA,NA,"07:00",-0.2,0
"21","EUAC",2024-05-30,17:22:00,"Thursday","KENNEDY BD STATION",3,6,"W","BD",5125,"Air Conditioning",17,"Peak",NA,NA,"17:00",15.2,0
"22","EUAC",2024-05-01,16:03:00,"Wednesday","YORK MILLS STATION",11,14,"N","BD",5421,"Air Conditioning",16,"Peak",NA,NA,"16:00",5.4,0
"23","EUAC",2024-02-05,01:13:00,"Monday","KENNEDY BD STATION",5,10,"E","BD",5041,"Air Conditioning",1,"Non-Peak",NA,NA,"01:00",0.9,0
"24","EUAC",2024-08-02,11:02:00,"Friday","KENNEDY BD STATION",4,8,"E","BD",5261,"Air Conditioning",11,"Non-Peak",NA,NA,"11:00",23.7,0
"25","EUAC",2024-10-01,07:11:00,"Tuesday","BLOOR STATION",8,12,"N","YU",5836,"Air Conditioning",7,"Peak",NA,NA,"07:00",18.3,0
"26","EUAC",2024-05-22,17:35:00,"Wednesday","QUEEN STATION",5,8,"S","YU",6071,"Air Conditioning",17,"Peak",NA,NA,"17:00",16.5,0.2
"27","EUAL",2024-10-10,13:43:00,"Thursday","COXWELL STATION",4,8,"W","BD",5262,"Alternating Current",13,"Non-Peak",NA,NA,"13:00",7.7,0
"28","EUAL",2024-10-03,08:54:00,"Thursday","KENNEDY BD STATION",3,5,"W","BD",5059,"Alternating Current",8,"Peak",NA,NA,NA,NA,NA
"29","EUAL",2024-07-09,05:47:00,"Tuesday","KIPLING STATION",7,14,"E","BD",5294,"Alternating Current",5,"Non-Peak",NA,NA,"05:00",21.1,0
"30","EUAL",2024-01-16,07:00:00,"Tuesday","CHESTER STATION",3,5,"E","BD",5262,"Alternating Current",7,"Peak",NA,NA,"07:00",-9.1,0
"31","EUAL",2024-05-05,11:10:00,"Sunday","BROADVIEW STATION",0,0,"W","BD",5362,"Alternating Current",11,"Non-Peak",NA,NA,"11:00",8.4,0.4
"32","EUATC",2024-09-30,08:46:00,"Monday","LAWRENCE STATION",0,0,"N","YU",5776,"ATC RC&S Equipment",8,"Peak",NA,NA,NA,NA,NA
"33","EUATC",2024-05-02,08:13:00,"Thursday","FINCH STATION",3,6,"S","YU",6041,"ATC RC&S Equipment",8,"Peak",NA,NA,NA,NA,NA
"34","EUATC",2024-12-09,19:17:00,"Monday","SHEPPARD WEST STATION",8,12,"S","YU",6001,"ATC RC&S Equipment",19,"Non-Peak",NA,NA,"19:00",4.1,0.5
"35","EUATC",2024-01-17,06:42:00,"Wednesday","FINCH STATION",4,7,"S","YU",5661,"ATC RC&S Equipment",6,"Non-Peak",NA,NA,"06:00",-10,0
"36","EUATC",2024-09-30,09:10:00,"Monday","LAWRENCE STATION",0,0,"S","YU",5771,"ATC RC&S Equipment",9,"Peak",NA,NA,NA,NA,NA
"37","EUATC",2024-02-13,08:55:00,"Tuesday","UNION STATION",4,7,"N","YU",5626,"ATC RC&S Equipment",8,"Peak",NA,NA,NA,NA,NA
"38","EUATC",2024-09-30,16:35:00,"Monday","SHEPPARD STATION",0,0,NA,"YU",6111,"ATC RC&S Equipment",16,"Peak",NA,NA,"16:00",18.1,0
"39","EUATC",2024-12-10,06:36:00,"Tuesday","WILSON STATION",3,7,"S","YU",5481,"ATC RC&S Equipment",6,"Non-Peak",NA,NA,"06:00",4.9,0
"40","EUATC",2024-12-10,06:42:00,"Tuesday","YORKDALE STATION",3,6,"S","YU",5481,"ATC RC&S Equipment",6,"Non-Peak",NA,NA,"06:00",4.9,0
"41","EUATC",2024-09-09,06:00:00,"Monday","VAUGHAN MC STATION",4,8,"S","YU",5751,"ATC RC&S Equipment",6,"Non-Peak",NA,NA,"06:00",15.7,0
"42","EUATC",2024-12-10,08:46:00,"Tuesday","BLOOR STATION",7,9,"N","YU",6001,"ATC RC&S Equipment",8,"Peak",NA,NA,NA,NA,NA
"43","EUATC",2024-11-30,18:48:00,"Saturday","DAVISVILLE STATION",6,11,"S","YU",5521,"ATC RC&S Equipment",18,"Peak",NA,NA,"18:00",0.9,0
"44","EUATC",2024-10-16,10:09:00,"Wednesday","HIGHWAY 407 STATION",0,0,"N","YU",5451,"ATC RC&S Equipment",10,"Non-Peak",NA,NA,"10:00",7.3,0
"45","EUATC",2024-09-30,09:42:00,"Monday","ST ANDREW STATION",3,6,"N","YU",5771,"ATC RC&S Equipment",9,"Peak",NA,NA,NA,NA,NA
"46","EUATC",2024-09-30,09:38:00,"Monday","OSGOODE STATION",3,2,"N","YU",5771,"ATC RC&S Equipment",9,"Peak",NA,NA,NA,NA,NA
"47","EUBK",2024-09-27,06:12:00,"Friday","YORK MILLS STATION",3,7,"S","YU",5866,"Brakes",6,"Non-Peak",NA,NA,"06:00",17.9,0
"48","EUBK",2024-02-16,12:14:00,"Friday","KENNEDY BD STATION",4,8,"W","BD",5094,"Brakes",12,"Non-Peak",NA,NA,"12:00",-2.3,0
"49","EUBK",2024-07-10,06:53:00,"Wednesday","LAWRENCE WEST STATION",3,6,"S","YU",5941,"Brakes",6,"Non-Peak",NA,NA,"06:00",20.5,0
"50","EUBK",2024-04-30,21:48:00,"Tuesday","KIPLING STATION",5,10,"E","BD",5227,"Brakes",21,"Non-Peak",NA,NA,"21:00",6.7,0
"51","EUBK",2024-04-13,23:54:00,"Saturday","RUNNYMEDE STATION",9,14,"E","BD",5254,"Brakes",23,"Non-Peak",NA,NA,"23:00",8.2,0
"52","EUBK",2024-09-18,18:24:00,"Wednesday","LAWRENCE STATION",4,7,"S","YU",5701,"Brakes",18,"Peak",NA,NA,"18:00",19.1,0
"53","EUBK",2024-01-18,06:47:00,"Thursday","SHEPPARD-YONGE STATION",6,13,"W","SHP",6161,"Brakes",6,"Non-Peak",NA,NA,"06:00",-6.1,0
"54","EUBK",2024-08-14,15:10:00,"Wednesday","ST GEORGE YUS STATION",3,8,"N","YU",5896,"Brakes",15,"Peak",NA,NA,"15:00",22.9,0
"55","EUBK",2024-01-14,14:46:00,"Sunday","BAYVIEW STATION",7,14,"W","SHP",6191,"Brakes",14,"Non-Peak",NA,NA,"14:00",-4.5,0
"56","EUBK",2024-06-24,08:42:00,"Monday","FINCH STATION",7,10,"N","YU",6051,"Brakes",8,"Peak",NA,NA,NA,NA,NA
"57","EUBK",2024-06-07,13:08:00,"Friday","FINCH WEST STATION",12,17,"S","YU",6041,"Brakes",13,"Non-Peak",NA,NA,"13:00",14.9,0
"58","EUBK",2024-03-19,14:46:00,"Tuesday","VAUGHAN MC STATION",5,10,"S","YU",5691,"Brakes",14,"Non-Peak",NA,NA,"14:00",0.2,0
"59","EUBK",2024-12-31,09:53:00,"Tuesday","VAUGHAN MC STATION",3,6,"S","YU",6041,"Brakes",9,"Peak",NA,NA,NA,NA,NA
"60","EUBK",2024-02-22,06:05:00,"Thursday","UNION STATION",11,14,"N","YU",5391,"Brakes",6,"Non-Peak",NA,NA,"06:00",4.6,0.1
"61","EUBK",2024-10-13,16:17:00,"Sunday","FINCH WEST STATION",76,80,"S","YU",5721,"Brakes",16,"Peak",NA,NA,"16:00",13.1,0
"62","EUBK",2024-02-28,07:45:00,"Wednesday","VICTORIA PARK STATION",13,15,"W","BD",5067,"Brakes",7,"Peak",NA,NA,"07:00",5.8,0
"63","EUBK",2024-12-02,07:41:00,"Monday","YORKDALE STATION",3,6,"S","YU",6036,"Brakes",7,"Peak",NA,NA,"07:00",-0.6,0
"64","EUBK",2024-11-24,08:24:00,"Sunday","FINCH STATION",6,12,"S","YU",5636,"Brakes",8,"Peak",NA,NA,NA,NA,NA
"65","EUBK",2024-08-31,11:18:00,"Saturday","ST CLAIR WEST STATION",5,11,"S","YU",5726,"Brakes",11,"Non-Peak",NA,NA,"11:00",20,0
"66","EUBK",2024-02-24,18:35:00,"Saturday","FINCH STATION",4,8,"S","YU",5921,"Brakes",18,"Peak",NA,NA,"18:00",-6.5,0
"67","EUBK",2024-11-02,07:24:00,"Saturday","VAUGHAN MC STATION",6,12,"S","YU",6086,"Brakes",7,"Peak",NA,NA,"07:00",6.5,0
"68","EUBK",2024-09-27,08:19:00,"Friday","ST ANDREW STATION",5,7,"N","YU",5536,"Brakes",8,"Peak",NA,NA,NA,NA,NA
"69","EUBK",2024-03-22,07:31:00,"Friday","EGLINTON WEST STATION",3,6,"S","YU",5381,"Brakes",7,"Peak",NA,NA,"07:00",-4.3,0
"70","EUBK",2024-12-25,11:03:00,"Wednesday","FINCH STATION",3,9,"S","YU",6041,"Brakes",11,"Non-Peak",NA,NA,"11:00",-1.8,0
"71","EUBK",2024-12-21,06:42:00,"Saturday","GLENCAIRN STATION",4,10,"N","YU",5396,"Brakes",6,"Non-Peak",NA,NA,"06:00",-4.6,0.1
"72","EUBK",2024-07-30,06:14:00,"Tuesday","YORK MILLS STATION",3,7,"S","YU",5821,"Brakes",6,"Non-Peak",NA,NA,"06:00",22.5,0
"73","EUBK",2024-09-26,16:24:00,"Thursday","ST CLAIR WEST STATION",3,7,"N","YU",5526,"Brakes",16,"Peak",NA,NA,"16:00",20.6,0
"74","EUBK",2024-07-02,16:37:00,"Tuesday","LAWRENCE STATION",5,10,"N","YU",5696,"Brakes",16,"Peak",NA,NA,"16:00",18.2,0
"75","EUBK",2024-07-04,15:44:00,"Thursday","ST ANDREW STATION",4,9,"S","YU",5406,"Brakes",15,"Peak",NA,NA,"15:00",18.4,0
"76","EUBK",2024-10-28,16:17:00,"Monday","WARDEN STATION",5,8,"W","BD",5128,"Brakes",16,"Peak",NA,NA,"16:00",9.4,0
"77","EUBK",2024-08-26,17:23:00,"Monday","BROADVIEW STATION",9,12,"W","BD",5075,"Brakes",17,"Peak",NA,NA,"17:00",20.1,0
"78","EUBK",2024-03-19,18:11:00,"Tuesday","YORK MILLS STATION",6,9,"S","YU",5976,"Brakes",18,"Peak",NA,NA,"18:00",1.3,0.2
"79","EUBK",2024-12-19,09:06:00,"Thursday","VAUGHAN MC STATION",0,0,"S","YU",6041,"Brakes",9,"Peak",NA,NA,NA,NA,NA
"80","EUBK",2024-02-21,07:14:00,"Wednesday","COXWELL STATION",12,14,"E","BD",5193,"Brakes",7,"Peak",NA,NA,"07:00",0.8,0
"81","EUBK",2024-10-08,06:18:00,"Tuesday","YORKDALE STATION",20,22,"S","YU",5961,"Brakes",6,"Non-Peak",NA,NA,"06:00",11.4,0
"82","EUBK",2024-11-29,06:25:00,"Friday","BAY STATION",7,12,"W","BD",5342,"Brakes",6,"Non-Peak",NA,NA,"06:00",2.1,0
"83","EUBK",2024-01-24,06:16:00,"Wednesday","GREENWOOD STATION",4,7,"E","BD",5194,"Brakes",6,"Non-Peak",NA,NA,"06:00",1.9,0.5
"84","EUBK",2024-03-29,09:06:00,"Friday","DON MILLS STATION",0,0,NA,"SHP",6191,"Brakes",9,"Peak",NA,NA,NA,NA,NA
"85","EUBK",2024-04-30,11:46:00,"Tuesday","BAYVIEW STATION",0,0,"W","SHP",6161,"Brakes",11,"Non-Peak",NA,NA,"11:00",5.7,0.1
"86","EUBK",2024-07-22,17:36:00,"Monday","LAWRENCE WEST STATION",4,7,"S","YU",5616,"Brakes",17,"Peak",NA,NA,"17:00",21.6,0
"87","EUBK",2024-06-15,09:54:00,"Saturday","FINCH STATION",6,12,"S","YU",5896,"Brakes",9,"Peak",NA,NA,NA,NA,NA
"88","EUBK",2024-12-19,07:11:00,"Thursday","VAUGHAN MC STATION",2,4,"S","YU",6041,"Brakes",7,"Peak",NA,NA,"07:00",0.8,0
"89","EUBK",2024-03-12,09:22:00,"Tuesday","LESLIE STATION (APPROA",3,10,"W","SHP",6181,"Brakes",9,"Peak",NA,NA,NA,NA,NA
"90","EUBK",2024-04-12,10:25:00,"Friday","SHEPPARD-YONGE STATION",0,0,"E","SHP",6186,"Brakes",10,"Non-Peak",NA,NA,"10:00",7.5,1.1
"91","EUBK",2024-01-05,08:57:00,"Friday","ISLINGTON STATION",12,15,"W","BD",5129,"Brakes",8,"Peak",NA,NA,NA,NA,NA
"92","EUBK",2024-02-29,10:33:00,"Thursday","ST CLAIR STATION",6,11,"S","YU",5971,"Brakes",10,"Non-Peak",NA,NA,"10:00",-4.3,0.1
"93","EUBK",2024-04-20,11:49:00,"Saturday","BAYVIEW STATION",0,0,"E","SHP",6156,"Brakes",11,"Non-Peak",NA,NA,"11:00",5.1,0
"94","EUBK",2024-10-29,11:43:00,"Tuesday","ISLINGTON STATION",3,7,"W","BD",5029,"Brakes",11,"Non-Peak",NA,NA,"11:00",10.3,0
"95","EUBK",2024-11-03,11:50:00,"Sunday","FINCH STATION",5,9,"S","YU",6061,"Brakes",11,"Non-Peak",NA,NA,"11:00",6.1,0
"96","EUBK",2024-03-14,15:57:00,"Thursday","ST CLAIR WEST STATION",15,20,"N","YU",5991,"Brakes",15,"Peak",NA,NA,"15:00",4.6,0
"97","EUBK",2024-01-22,15:21:00,"Monday","NORTH YORK CTR STATION",3,8,"S","YU",5581,"Brakes",15,"Peak",NA,NA,"15:00",-1.7,0
"98","EUBK",2024-05-31,09:07:00,"Friday","EGLINTON WEST STATION",0,0,"N","YU",5471,"Brakes",9,"Peak",NA,NA,NA,NA,NA
"99","EUBK",2024-09-05,07:29:00,"Thursday","FINCH STATION",3,5,NA,"YU",5801,"Brakes",7,"Peak",NA,NA,"07:00",20.3,0
"100","EUBK",2024-12-25,18:07:00,"Wednesday","MUSEUM STATION",6,10,"S","YU",5526,"Brakes",18,"Peak",NA,NA,"18:00",-0.9,0
"101","EUBK",2024-05-15,22:08:00,"Wednesday","EGLINTON WEST STATION",10,15,"N","YU",5941,"Brakes",22,"Non-Peak",NA,NA,"22:00",12.4,0
"102","EUBK",2024-08-12,00:03:00,"Monday","WARDEN STATION",5,10,"E","BD",5111,"Brakes",0,"Non-Peak",NA,NA,"00:00",20.3,0
"103","EUBK",2024-10-09,05:56:00,"Wednesday","FINCH STATION",4,9,NA,"YU",5406,"Brakes",5,"Non-Peak",NA,NA,"05:00",9.8,0
"104","EUBK",2024-01-12,19:30:00,"Friday","VAUGHAN MC STATION",0,0,"S","YU",5621,"Brakes",19,"Non-Peak",NA,NA,"19:00",2.5,0
"105","EUBK",2024-11-02,21:24:00,"Saturday","FINCH STATION",5,10,"S","YU",6061,"Brakes",21,"Non-Peak",NA,NA,"21:00",8.9,0
"106","EUBO",2024-08-22,23:26:00,"Thursday","KENNEDY BD STATION",5,10,"W","BD",5078,"Body",23,"Non-Peak",NA,NA,"23:00",22.8,0
"107","EUBO",2024-08-05,07:01:00,"Monday","SHEPPARD-YONGE STATION",7,14,"E","SHP",6151,"Body",7,"Peak",NA,NA,"07:00",20.9,2.7
"108","EUBO",2024-10-22,10:01:00,"Tuesday","VAUGHAN MC STATION",4,8,"N","YU",5841,"Body",10,"Non-Peak",NA,NA,"10:00",14.1,0
"109","EUBO",2024-08-01,14:07:00,"Thursday","KENNEDY BD STATION",4,8,"E","BD",5257,"Body",14,"Non-Peak",NA,NA,"14:00",23.1,0
"110","EUBO",2024-07-30,10:58:00,"Tuesday","DUPONT STATION",5,10,"S","YU",5576,"Body",10,"Non-Peak",NA,NA,"10:00",21.7,0
"111","EUBO",2024-07-10,07:16:00,"Wednesday","DUPONT STATION",26,29,"S","YU",5661,"Body",7,"Peak",NA,NA,"07:00",20.3,0
"112","EUBO",2024-05-29,16:38:00,"Wednesday","KENNEDY BD STATION",3,6,"W","BD",5084,"Body",16,"Peak",NA,NA,"16:00",14.6,0
"113","EUBO",2024-12-31,18:52:00,"Tuesday","WOODBINE STATION",4,8,"E","BD",5271,"Body",18,"Peak",NA,NA,"18:00",2.9,0
"114","EUBO",2024-05-29,13:35:00,"Wednesday","LAWRENCE WEST STATION",10,15,"S","YU",5761,"Body",13,"Non-Peak",NA,NA,"13:00",14.3,0
"115","EUBO",2024-11-22,17:17:00,"Friday","COXWELL STATION",4,7,"W","BD",5296,"Body",17,"Peak",NA,NA,"17:00",6.7,0.3
"116","EUBO",2024-12-29,16:55:00,"Sunday","VAUGHAN MC STATION",4,8,"S","YU",5931,"Body",16,"Peak",NA,NA,"16:00",4,1.5
"117","EUBO",2024-07-31,22:41:00,"Wednesday","COXWELL STATION",6,11,"E","BD",5157,"Body",22,"Non-Peak",NA,NA,"22:00",24.9,0
"118","EUBO",2024-06-10,05:47:00,"Monday","KIPLING STATION",7,14,"W","BD",5315,"Body",5,"Non-Peak",NA,NA,"05:00",12.7,0
"119","EUBO",2024-07-25,08:37:00,"Thursday","YONGE BD STATION",6,8,"W","BD",5362,"Body",8,"Peak",NA,NA,NA,NA,NA
"120","EUBO",2024-03-21,21:13:00,"Thursday","COXWELL STATION",5,11,"E","BD",5162,"Body",21,"Non-Peak",NA,NA,"21:00",-1.3,0
"121","EUBO",2024-10-28,08:18:00,"Monday","RUNNYMEDE STATION",0,0,"E","BD",5134,"Body",8,"Peak",NA,NA,NA,NA,NA
"122","EUBO",2024-05-06,12:00:00,"Monday","MAIN STREET STATION",4,8,"W","BD",5096,"Body",12,"Non-Peak",NA,NA,"12:00",7.9,0
"123","EUBO",2024-08-02,19:57:00,"Friday","HIGHWAY 407 STATION",6,11,"S","YU",5756,"Body",19,"Non-Peak",NA,NA,"19:00",23.1,0.5
"124","EUBO",2024-10-24,16:11:00,"Thursday","KENNEDY BD STATION",3,6,"E","BD",5159,"Body",16,"Peak",NA,NA,"16:00",8.5,0
"125","EUBO",2024-08-06,06:14:00,"Tuesday","KENNEDY BD STATION",2,4,"E","BD",5280,"Body",6,"Non-Peak",NA,NA,"06:00",20.5,0
"126","EUBO",2024-11-21,13:24:00,"Thursday","WILSON STATION",5,10,"N","YU",5956,"Body",13,"Non-Peak",NA,NA,"13:00",5.6,0.1
"127","EUBO",2024-05-09,18:44:00,"Thursday","HIGHWAY 407 STATION",4,7,"S","YU",5901,"Body",18,"Peak",NA,NA,"18:00",9.6,0
"128","EUBO",2024-04-29,05:42:00,"Monday","KENNEDY BD STATION",5,10,"E","BD",5294,"Body",5,"Non-Peak",NA,NA,"05:00",8.4,1
"129","EUBO",2024-08-06,08:38:00,"Tuesday","LANSDOWNE STATION",10,12,"E","BD",5160,"Body",8,"Peak",NA,NA,NA,NA,NA
"130","EUBO",2024-01-31,20:35:00,"Wednesday","KENNEDY BD STATION",5,10,"E","BD",5050,"Body",20,"Non-Peak",NA,NA,"20:00",3.4,0
"131","EUBO",2024-12-31,10:26:00,"Tuesday","KENNEDY BD STATION",3,6,"W","BD",5173,"Body",10,"Non-Peak",NA,NA,"10:00",1.9,0
"132","EUBO",2024-07-24,06:38:00,"Wednesday","KENNEDY BD STATION",5,10,"W","BD",5016,"Body",6,"Non-Peak",NA,NA,"06:00",21.6,0
"133","EUBO",2024-05-04,17:52:00,"Saturday","MUSEUM STATION",0,0,"S","YU",6036,"Body",17,"Peak",NA,NA,"17:00",8.2,0
"134","EUBO",2024-11-12,17:27:00,"Tuesday","KENNEDY BD STATION",3,6,"W","BD",5286,"Body",17,"Peak",NA,NA,"17:00",5.1,0
"135","EUBO",2024-12-20,06:43:00,"Friday","FINCH STATION",3,5,"S","YU",5921,"Body",6,"Non-Peak",NA,NA,"06:00",-1,0.3
"136","EUCA",2024-01-03,11:32:00,"Wednesday","VICTORIA PARK STATION",4,8,"W","BD",5180,"Compressed Air",11,"Non-Peak",NA,NA,"11:00",1.4,0
"137","EUCA",2024-08-03,23:02:00,"Saturday","DONLANDS STATION",6,12,"E","BD",5161,"Compressed Air",23,"Non-Peak",NA,NA,"23:00",23.8,0
"138","EUCA",2024-01-16,10:14:00,"Tuesday","KENNEDY BD STATION",4,8,"E","BD",5085,"Compressed Air",10,"Non-Peak",NA,NA,"10:00",-9,0.1
"139","EUCA",2024-03-06,07:23:00,"Wednesday","OLD MILL STATION",7,10,"E","BD",5215,"Compressed Air",7,"Peak",NA,NA,"07:00",5.2,0.1
"140","EUCA",2024-04-26,20:50:00,"Friday","BROADVIEW STATION",5,10,"E","BD",5267,"Compressed Air",20,"Non-Peak",NA,NA,"20:00",5.9,0
"141","EUCA",2024-12-06,16:26:00,"Friday","KEELE STATION",7,10,"W","BD",5030,"Compressed Air",16,"Peak",NA,NA,"16:00",-2.2,0
"142","EUCA",2024-11-22,07:11:00,"Friday","KIPLING STATION",3,5,"W","BD",5341,"Compressed Air",7,"Peak",NA,NA,"07:00",5.3,0.2
"143","EUCA",2024-08-02,06:49:00,"Friday","CASTLE FRANK STATION",6,9,"E","BD",5165,"Compressed Air",6,"Non-Peak",NA,NA,"06:00",23.9,0
"144","EUCA",2024-12-05,06:42:00,"Thursday","PAPE STATION",3,5,"E","BD",5343,"Compressed Air",6,"Non-Peak",NA,NA,"06:00",1.7,0
"145","EUCD",2024-11-22,18:02:00,"Friday","FINCH STATION",10,12,NA,"YU",6076,"Consequential Delay (2nd Delay Same Fault)",18,"Peak",NA,NA,"18:00",6.9,0
"146","EUCD",2024-05-13,06:23:00,"Monday","CASTLE FRANK STATION",0,0,"E","BD",5345,"Consequential Delay (2nd Delay Same Fault)",6,"Non-Peak",NA,NA,"06:00",9,0
"147","EUCD",2024-08-13,16:40:00,"Tuesday","GLENCAIRN STATION",3,9,"S","YU",5981,"Consequential Delay (2nd Delay Same Fault)",16,"Peak",NA,NA,"16:00",22.7,0
"148","EUCD",2024-03-23,11:31:00,"Saturday","ST GEORGE BD STATION",8,12,"W","BD",5039,"Consequential Delay (2nd Delay Same Fault)",11,"Non-Peak",NA,NA,"11:00",-3.7,0
"149","EUCD",2024-05-02,08:48:00,"Thursday","DUNDAS STATION",7,10,"S","YU",6046,"Consequential Delay (2nd Delay Same Fault)",8,"Peak",NA,NA,NA,NA,NA
"150","EUCD",2024-02-22,06:40:00,"Thursday","GREENWOOD STATION",40,45,"W","BD",5122,"Consequential Delay (2nd Delay Same Fault)",6,"Non-Peak",NA,NA,"06:00",4.6,0.1
"151","EUCD",2024-11-21,18:56:00,"Thursday","YORK MILLS STATION",5,8,"N","YU",5941,"Consequential Delay (2nd Delay Same Fault)",18,"Peak",NA,NA,"18:00",4.7,0.4
"152","EUCD",2024-04-25,15:10:00,"Thursday","EGLINTON STATION",3,8,"S","YU",6051,"Consequential Delay (2nd Delay Same Fault)",15,"Peak",NA,NA,"15:00",2.3,0
"153","EUCD",2024-05-27,05:43:00,"Monday","JANE STATION",3,0,"E","BD",5036,"Consequential Delay (2nd Delay Same Fault)",5,"Non-Peak",NA,NA,"05:00",14.8,3.3
"154","EUCD",2024-05-13,06:53:00,"Monday","BROADVIEW STATION",5,10,"E","BD",5235,"Consequential Delay (2nd Delay Same Fault)",6,"Non-Peak",NA,NA,"06:00",9,0
"155","EUCD",2024-10-31,00:18:00,"Thursday","JANE STATION",0,0,"W","BD",5005,"Consequential Delay (2nd Delay Same Fault)",0,"Non-Peak",NA,NA,"00:00",15.5,0
"156","EUCD",2024-02-14,21:44:00,"Wednesday","ROSEDALE STATION",5,10,"N","YU",5686,"Consequential Delay (2nd Delay Same Fault)",21,"Non-Peak",NA,NA,"21:00",0.5,0
"157","EUCD",2024-01-25,19:52:00,"Thursday","OSGOODE STATION",14,19,"N","YU",5861,"Consequential Delay (2nd Delay Same Fault)",19,"Non-Peak",NA,NA,"19:00",2.5,0
"158","EUCD",2024-06-15,11:34:00,"Saturday","WILSON STATION",6,10,"N","YU",5896,"Consequential Delay (2nd Delay Same Fault)",11,"Non-Peak",NA,NA,"11:00",13.6,0
"159","EUCD",2024-11-06,20:55:00,"Wednesday","SHEPPARD WEST STATION",8,13,"S","YU",5606,"Consequential Delay (2nd Delay Same Fault)",20,"Non-Peak",NA,NA,"20:00",15,0
"160","EUCD",2024-05-13,07:01:00,"Monday","BROADVIEW AND ST GEORG",716,719,"E","BD",5034,"Consequential Delay (2nd Delay Same Fault)",7,"Peak",NA,NA,"07:00",8.9,0
"161","EUCD",2024-12-30,07:36:00,"Monday","PAPE STATION",0,0,"E","BD",5011,"Consequential Delay (2nd Delay Same Fault)",7,"Peak",NA,NA,"07:00",6.8,0
"162","EUCD",2024-02-21,07:40:00,"Wednesday","WARDEN STATION",12,15,"E","BD",5193,"Consequential Delay (2nd Delay Same Fault)",7,"Peak",NA,NA,"07:00",0.8,0
