"","Code","Date","Time.x","Day","Station","Min Delay","Min Gap","Bound","Line","Vehicle","Code Description","Hour","Time Category","datetime","datetime_floor","Time.y","temperature_2m","precipitation"
"4744","MUIS",2024-04-06,11:36:00,"Saturday","SHEPPARD STATION",0,0,NA,"SHP",0,"Injured or ill Customer (In Station) - Transported",11,"Non-Peak",NA,NA,"11:00",2.8,0
"4745","MUIS",2024-02-17,02:21:00,"Saturday","KENNEDY BD STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",2,"Non-Peak",NA,NA,"02:00",-2.4,0.1
"4746","MUIS",2024-10-06,11:34:00,"Sunday","WARDEN STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",11,"Non-Peak",NA,NA,"11:00",16.3,0
"4747","MUIS",2024-11-16,15:15:00,"Saturday","EGLINTON WEST STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",15,"Peak",NA,NA,"15:00",7.5,0
"4748","MUIS",2024-12-30,03:01:00,"Monday","VAUGHAN MC STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",3,"Non-Peak",NA,NA,"03:00",7.3,1.5
"4749","MUIS",2024-07-07,18:53:00,"Sunday","CASTLE FRANK STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",18,"Peak",NA,NA,"18:00",19.6,0
"4750","MUIS",2024-05-28,13:52:00,"Tuesday","MAIN STREET STATION",0,0,NA,"BD",8441,"Injured or ill Customer (In Station) - Transported",13,"Non-Peak",NA,NA,"13:00",14.7,0
"4751","MUIS",2024-03-01,17:29:00,"Friday","DUNDAS STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",17,"Peak",NA,NA,"17:00",3.2,0
"4752","MUIS",2024-04-08,23:04:00,"Monday","MAIN STREET STATION",8,16,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",23,"Non-Peak",NA,NA,"23:00",5.1,0
"4753","MUIS",2024-08-20,20:53:00,"Tuesday","DON MILLS STATION",0,0,NA,"SHP",0,"Injured or ill Customer (In Station) - Transported",20,"Non-Peak",NA,NA,"20:00",18.7,0
"4754","MUIS",2024-11-02,02:30:00,"Saturday","SHEPPARD WEST STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",2,"Non-Peak",NA,NA,"02:00",7.3,0
"4755","MUIS",2024-04-12,02:02:00,"Friday","OLD MILL STATION",0,0,"W","BD",0,"Injured or ill Customer (In Station) - Transported",2,"Non-Peak",NA,NA,"02:00",8.5,0.7
"4756","MUIS",2024-04-01,23:52:00,"Monday","WARDEN STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",23,"Non-Peak",NA,NA,"23:00",6.1,0
"4757","MUIS",2024-02-19,17:11:00,"Monday","FINCH STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",17,"Peak",NA,NA,"17:00",-5.2,0
"4758","MUIS",2024-02-04,01:44:00,"Sunday","KENNEDY BD STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",1,"Non-Peak",NA,NA,"01:00",1.5,0
"4759","MUIS",2024-01-18,18:00:00,"Thursday","ST GEORGE YUS STATION",0,0,"N","YU",0,"Injured or ill Customer (In Station) - Transported",18,"Peak",NA,NA,"18:00",-3.2,0
"4760","MUIS",2024-01-04,16:29:00,"Thursday","SPADINA BD STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",16,"Peak",NA,NA,"16:00",-4.6,0
"4761","MUIS",2024-03-07,04:58:00,"Thursday","SPADINA YUS STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",4,"Non-Peak",NA,NA,"04:00",3.4,0
"4762","MUIS",2024-05-13,16:58:00,"Monday","DUNDAS STATION",0,0,"S","YU",0,"Injured or ill Customer (In Station) - Transported",16,"Peak",NA,NA,"16:00",11.7,0
"4763","MUIS",2024-08-27,23:33:00,"Tuesday","DUNDAS STATION",0,0,"N","YU",0,"Injured or ill Customer (In Station) - Transported",23,"Non-Peak",NA,NA,"23:00",22.6,0
"4764","MUIS",2024-06-14,23:31:00,"Friday","WOODBINE STATION",0,0,"E","BD",5196,"Injured or ill Customer (In Station) - Transported",23,"Non-Peak",NA,NA,"23:00",19.6,0
"4765","MUIS",2024-01-22,13:24:00,"Monday","JANE STATION",0,0,"W","BD",0,"Injured or ill Customer (In Station) - Transported",13,"Non-Peak",NA,NA,"13:00",-1.9,0
"4766","MUIS",2024-08-05,17:53:00,"Monday","CASTLE FRANK STATION",0,0,"E","BD",5300,"Injured or ill Customer (In Station) - Transported",17,"Peak",NA,NA,"17:00",21.6,0
"4767","MUIS",2024-03-21,02:16:00,"Thursday","VAUGHAN MC STATION",0,0,"S","YU",5906,"Injured or ill Customer (In Station) - Transported",2,"Non-Peak",NA,NA,"02:00",-3.2,0
"4768","MUIS",2024-04-22,16:46:00,"Monday","OSGOODE STATION",0,0,"N","YU",0,"Injured or ill Customer (In Station) - Transported",16,"Peak",NA,NA,"16:00",3.8,0
"4769","MUIS",2024-09-11,21:46:00,"Wednesday","HIGHWAY 407 STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",21,"Non-Peak",NA,NA,"21:00",21,0
"4770","MUIS",2024-02-28,11:06:00,"Wednesday","SHEPPARD STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",11,"Non-Peak",NA,NA,"11:00",6.4,0.2
"4771","MUIS",2024-07-13,10:31:00,"Saturday","HIGHWAY 407 STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",10,"Non-Peak",NA,NA,"10:00",19.7,0
"4772","MUIS",2024-07-01,18:52:00,"Monday","KIPLING STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",18,"Peak",NA,NA,"18:00",19.2,0
"4773","MUIS",2024-10-17,19:50:00,"Thursday","HIGH PARK STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",19,"Non-Peak",NA,NA,"19:00",11.3,0
"4774","MUIS",2024-09-20,14:02:00,"Friday","FINCH STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",14,"Non-Peak",NA,NA,"14:00",19,0
"4775","MUIS",2024-05-13,17:14:00,"Monday","VICTORIA PARK STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",17,"Peak",NA,NA,"17:00",12.3,0
"4776","MUIS",2024-02-29,19:50:00,"Thursday","WARDEN STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",19,"Non-Peak",NA,NA,"19:00",-3.1,0
"4777","MUIS",2024-03-22,10:49:00,"Friday","VICTORIA PARK STATION",0,0,"E","BD",0,"Injured or ill Customer (In Station) - Transported",10,"Non-Peak",NA,NA,"10:00",-4.1,0
"4778","MUIS",2024-01-18,02:33:00,"Thursday","KENNEDY BD STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",2,"Non-Peak",NA,NA,"02:00",-6.3,0
"4779","MUIS",2024-02-12,22:15:00,"Monday","UNION STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",22,"Non-Peak",NA,NA,"22:00",2.2,0
"4780","MUIS",2024-04-03,14:07:00,"Wednesday","BAY STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",14,"Non-Peak",NA,NA,"14:00",4.6,2.8
"4781","MUIS",2024-04-04,12:55:00,"Thursday","ST GEORGE YUS STATION",0,0,"S","YU",0,"Injured or ill Customer (In Station) - Transported",12,"Non-Peak",NA,NA,"12:00",3.1,0
"4782","MUIS",2024-01-10,19:35:00,"Wednesday","BLOOR STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",19,"Non-Peak",NA,NA,"19:00",1.8,0
"4783","MUIS",2024-10-15,19:02:00,"Tuesday","DUNDAS STATION",0,0,"N","YU",0,"Injured or ill Customer (In Station) - Transported",19,"Non-Peak",NA,NA,"19:00",9.5,0
"4784","MUIS",2024-01-19,01:03:00,"Friday","DUNDAS WEST STATION",0,0,"W","BD",5275,"Injured or ill Customer (In Station) - Transported",1,"Non-Peak",NA,NA,"01:00",-3,0
"4785","MUIS",2024-10-06,07:18:00,"Sunday","FINCH STATION",0,0,"S","YU",0,"Injured or ill Customer (In Station) - Transported",7,"Peak",NA,NA,"07:00",15.6,0
"4786","MUIS",2024-10-11,15:54:00,"Friday","BLOOR STATION",0,0,"N","YU",0,"Injured or ill Customer (In Station) - Transported",15,"Peak",NA,NA,"15:00",13.5,0
"4787","MUIS",2024-03-22,11:36:00,"Friday","VICTORIA PARK STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",11,"Non-Peak",NA,NA,"11:00",-3.9,0
"4788","MUIS",2024-09-04,23:07:00,"Wednesday","BLOOR STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",23,"Non-Peak",NA,NA,"23:00",21.3,0
"4789","MUIS",2024-10-12,16:00:00,"Saturday","CHRISTIE STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",16,"Peak",NA,NA,"16:00",11.5,0
"4790","MUIS",2024-11-15,12:17:00,"Friday","UNION STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",12,"Non-Peak",NA,NA,"12:00",7.9,0
"4791","MUIS",2024-09-01,01:56:00,"Sunday","BAYVIEW STATION",0,0,NA,"SHP",0,"Injured or ill Customer (In Station) - Transported",1,"Non-Peak",NA,NA,"01:00",21.5,0
"4792","MUIS",2024-07-17,22:10:00,"Wednesday","ST CLAIR WEST STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",22,"Non-Peak",NA,NA,"22:00",21.7,0
"4793","MUIS",2024-08-26,12:35:00,"Monday","SPADINA YUS STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",12,"Non-Peak",NA,NA,"12:00",19.2,0
"4794","MUIS",2024-06-06,01:10:00,"Thursday","VICTORIA PARK STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",1,"Non-Peak",NA,NA,"01:00",17,4.5
"4795","MUIS",2024-07-25,09:10:00,"Thursday","LAWRENCE WEST STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",9,"Peak",NA,NA,NA,NA,NA
"4796","MUIS",2024-03-14,17:01:00,"Thursday","SHERBOURNE STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",17,"Peak",NA,NA,"17:00",4.7,0
"4797","MUIS",2024-05-06,02:32:00,"Monday","WILSON STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",2,"Non-Peak",NA,NA,"02:00",7.9,0
"4798","MUIS",2024-10-06,10:26:00,"Sunday","DONLANDS STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",10,"Non-Peak",NA,NA,"10:00",15.9,0
"4799","MUIS",2024-11-20,12:30:00,"Wednesday","OSGOODE STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",12,"Non-Peak",NA,NA,"12:00",8.5,0
"4800","MUIS",2024-02-11,08:26:00,"Sunday","KENNEDY BD STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",8,"Peak",NA,NA,NA,NA,NA
"4801","MUIS",2024-02-17,04:27:00,"Saturday","SPADINA YUS STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",4,"Non-Peak",NA,NA,"04:00",-3.1,0
"4802","MUIS",2024-04-05,19:25:00,"Friday","OSSINGTON STATION",0,0,"W","BD",0,"Injured or ill Customer (In Station) - Transported",19,"Non-Peak",NA,NA,"19:00",4.4,0.1
"4803","MUIS",2024-04-10,14:24:00,"Wednesday","COLLEGE STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",14,"Non-Peak",NA,NA,"14:00",10.2,0
"4804","MUIS",2024-02-16,11:49:00,"Friday","BROADVIEW STATION",0,0,NA,"BD",8567,"Injured or ill Customer (In Station) - Transported",11,"Non-Peak",NA,NA,"11:00",-2.2,0
"4805","MUIS",2024-07-04,19:09:00,"Thursday","COXWELL STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",19,"Non-Peak",NA,NA,"19:00",22.5,0
"4806","MUIS",2024-05-31,01:06:00,"Friday","WOODBINE STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",1,"Non-Peak",NA,NA,"01:00",14.9,0
"4807","MUIS",2024-04-03,23:45:00,"Wednesday","VICTORIA PARK STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",23,"Non-Peak",NA,NA,"23:00",2.6,0.3
"4808","MUIS",2024-12-09,02:21:00,"Monday","KENNEDY BD STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",2,"Non-Peak",NA,NA,"02:00",4.3,0
"4809","MUIS",2024-01-21,06:39:00,"Sunday","FINCH STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",6,"Non-Peak",NA,NA,"06:00",-8.3,0
"4810","MUIS",2024-09-11,09:01:00,"Wednesday","YONGE BD STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",9,"Peak",NA,NA,NA,NA,NA
"4811","MUIS",2024-01-26,20:50:00,"Friday","EGLINTON STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",20,"Non-Peak",NA,NA,"20:00",5.4,0
"4812","MUIS",2024-10-10,15:51:00,"Thursday","ISLINGTON STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",15,"Peak",NA,NA,"15:00",9.5,0
"4813","MUIS",2024-11-26,00:01:00,"Tuesday","EGLINTON WEST STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",0,"Non-Peak",NA,NA,"00:00",6.6,0
"4814","MUIS",2024-01-06,14:44:00,"Saturday","DUNDAS STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",14,"Non-Peak",NA,NA,"14:00",0.8,0
"4815","MUIS",2024-05-15,01:03:00,"Wednesday","KEELE STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",1,"Non-Peak",NA,NA,"01:00",10.4,0
"4816","MUIS",2024-02-12,04:18:00,"Monday","SPADINA BD STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",4,"Non-Peak",NA,NA,"04:00",0.2,0
"4817","MUIS",2024-04-04,20:38:00,"Thursday","MAIN STREET STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",20,"Non-Peak",NA,NA,"20:00",2.2,0.1
"4818","MUIS",2024-01-06,10:44:00,"Saturday","WARDEN STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",10,"Non-Peak",NA,NA,"10:00",-0.1,0
"4819","MUIS",2024-05-28,22:40:00,"Tuesday","KEELE STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",22,"Non-Peak",NA,NA,"22:00",16.9,0
"4820","MUIS",2024-09-25,18:03:00,"Wednesday","DAVISVILLE STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",18,"Peak",NA,NA,"18:00",19.1,0
"4821","MUIS",2024-02-16,01:15:00,"Friday","OSGOODE STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",1,"Non-Peak",NA,NA,"01:00",1.3,0
"4822","MUIS",2024-06-02,14:29:00,"Sunday","SPADINA YUS STATION",0,0,"N","YU",0,"Injured or ill Customer (In Station) - Transported",14,"Non-Peak",NA,NA,"14:00",15.2,0.7
"4823","MUIS",2024-07-07,13:05:00,"Sunday","BLOOR STATION",0,0,"N","YU",0,"Injured or ill Customer (In Station) - Transported",13,"Non-Peak",NA,NA,"13:00",18.4,0
"4824","MUIS",2024-04-01,02:33:00,"Monday","SPADINA BD STATION",0,0,"W","BD",5062,"Injured or ill Customer (In Station) - Transported",2,"Non-Peak",NA,NA,"02:00",3.7,0
"4825","MUIS",2024-11-10,01:20:00,"Sunday","DAVISVILLE STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",1,"Non-Peak",NA,NA,"01:00",8.2,0
"4826","MUIS",2024-01-26,23:35:00,"Friday","VICTORIA PARK STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",23,"Non-Peak",NA,NA,"23:00",3.5,0
"4827","MUIS",2024-07-13,23:59:00,"Saturday","FINCH STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",23,"Non-Peak",NA,NA,"23:00",22.9,0
"4828","MUIS",2024-06-09,21:41:00,"Sunday","BLOOR STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",21,"Non-Peak",NA,NA,"21:00",15.9,1.2
"4829","MUIS",2024-04-23,20:33:00,"Tuesday","BLOOR STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",20,"Non-Peak",NA,NA,"20:00",10.9,0
"4830","MUIS",2024-08-05,20:22:00,"Monday","BATHURST STATION",0,0,"W","BD",0,"Injured or ill Customer (In Station) - Transported",20,"Non-Peak",NA,NA,"20:00",22.4,0.1
"4831","MUIS",2024-02-13,19:09:00,"Tuesday","OSSINGTON STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",19,"Non-Peak",NA,NA,"19:00",3.7,0.1
"4832","MUIS",2024-04-29,23:15:00,"Monday","FINCH STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",23,"Non-Peak",NA,NA,"23:00",6.8,0
"4833","MUIS",2024-08-23,08:10:00,"Friday","COXWELL STATION",0,0,"E","BD",5347,"Injured or ill Customer (In Station) - Transported",8,"Peak",NA,NA,NA,NA,NA
"4834","MUIS",2024-03-04,23:13:00,"Monday","EGLINTON STATION",0,0,"S","YU",0,"Injured or ill Customer (In Station) - Transported",23,"Non-Peak",NA,NA,"23:00",4.4,0
"4835","MUIS",2024-01-08,08:09:00,"Monday","DUNDAS STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",8,"Peak",NA,NA,NA,NA,NA
"4836","MUIS",2024-10-19,12:07:00,"Saturday","YONGE BD STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",12,"Non-Peak",NA,NA,"12:00",9.9,0
"4837","MUIS",2024-01-22,21:35:00,"Monday","UNION STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",21,"Non-Peak",NA,NA,"21:00",0,0
"4838","MUIS",2024-11-05,21:27:00,"Tuesday","PIONEER VILLAGE STATIO",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",21,"Non-Peak",NA,NA,"21:00",16.3,0
"4839","MUIS",2024-06-03,16:48:00,"Monday","ISLINGTON STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",16,"Peak",NA,NA,"16:00",14.5,0.2
"4840","MUIS",2024-10-06,20:55:00,"Sunday","DUNDAS STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",20,"Non-Peak",NA,NA,"20:00",19.4,0
"4841","MUIS",2024-08-22,00:08:00,"Thursday","YONGE BD STATION",0,0,"W","BD",0,"Injured or ill Customer (In Station) - Transported",0,"Non-Peak",NA,NA,"00:00",18.3,0
"4842","MUIS",2024-07-03,14:37:00,"Wednesday","FINCH STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",14,"Non-Peak",NA,NA,"14:00",20.1,0
"4843","MUIS",2024-01-01,03:17:00,"Monday","VICTORIA PARK STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",3,"Non-Peak",NA,NA,"03:00",1.3,0.3
"4844","MUIS",2024-08-19,07:48:00,"Monday","DONLANDS STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",7,"Peak",NA,NA,"07:00",18.6,0
"4845","MUIS",2024-07-14,20:14:00,"Sunday","UNION STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",20,"Non-Peak",NA,NA,"20:00",22.5,1.5
"4846","MUIS",2024-08-21,13:50:00,"Wednesday","KING STATION",0,0,"N","YU",0,"Injured or ill Customer (In Station) - Transported",13,"Non-Peak",NA,NA,"13:00",15.3,0
"4847","MUIS",2024-09-04,19:07:00,"Wednesday","MAIN STREET STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",19,"Non-Peak",NA,NA,"19:00",20.8,0
"4848","MUIS",2024-08-07,17:28:00,"Wednesday","ST GEORGE YUS STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",17,"Peak",NA,NA,"17:00",20.4,0
"4849","MUIS",2024-07-20,08:56:00,"Saturday","KENNEDY BD STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",8,"Peak",NA,NA,NA,NA,NA
"4850","MUIS",2024-01-12,22:21:00,"Friday","WILSON STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",22,"Non-Peak",NA,NA,"22:00",2.7,0
"4851","MUIS",2024-01-10,09:43:00,"Wednesday","KIPLING STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",9,"Peak",NA,NA,NA,NA,NA
"4852","MUIS",2024-01-04,17:22:00,"Thursday","COLLEGE STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",17,"Peak",NA,NA,"17:00",-4,0
"4853","MUIS",2024-04-23,23:45:00,"Tuesday","SHERBOURNE STATION",0,0,"E","BD",0,"Injured or ill Customer (In Station) - Transported",23,"Non-Peak",NA,NA,"23:00",9,0.1
"4854","MUIS",2024-07-30,13:01:00,"Tuesday","BROADVIEW STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",13,"Non-Peak",NA,NA,"13:00",21.5,0.2
"4855","MUIS",2024-11-03,10:43:00,"Sunday","COLLEGE STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",10,"Non-Peak",NA,NA,"10:00",6.1,0
"4856","MUIS",2024-01-10,07:50:00,"Wednesday","ST CLAIR STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",7,"Peak",NA,NA,"07:00",5.3,0
"4857","MUIS",2024-01-06,20:42:00,"Saturday","BROADVIEW STATION",0,0,"E","BD",0,"Injured or ill Customer (In Station) - Transported",20,"Non-Peak",NA,NA,"20:00",1.8,0
"4858","MUIS",2024-08-07,18:36:00,"Wednesday","DUNDAS STATION",0,0,"N","YU",0,"Injured or ill Customer (In Station) - Transported",18,"Peak",NA,NA,"18:00",20.7,0
"4859","MUIS",2024-07-04,06:54:00,"Thursday","VICTORIA PARK STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",6,"Non-Peak",NA,NA,"06:00",18.6,0
"4860","MUIS",2024-09-17,19:40:00,"Tuesday","KENNEDY BD STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",19,"Non-Peak",NA,NA,"19:00",19.2,0
"4861","MUIS",2024-09-04,16:00:00,"Wednesday","KIPLING STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",16,"Peak",NA,NA,"16:00",18.9,0
"4862","MUIS",2024-02-29,00:07:00,"Thursday","QUEEN STATION",0,0,"S","YU",0,"Injured or ill Customer (In Station) - Transported",0,"Non-Peak",NA,NA,"00:00",-3.2,0
"4863","MUIS",2024-02-15,22:55:00,"Thursday","SPADINA BD STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",22,"Non-Peak",NA,NA,"22:00",0.5,0.1
"4864","MUIS",2024-01-11,19:47:00,"Thursday","WOODBINE STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",19,"Non-Peak",NA,NA,"19:00",2,0.3
"4865","MUIS",2024-11-21,11:02:00,"Thursday","BLOOR STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",11,"Non-Peak",NA,NA,"11:00",5,0
"4866","MUIS",2024-04-06,21:52:00,"Saturday","NORTH YORK CTR STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",21,"Non-Peak",NA,NA,"21:00",7.9,0
"4867","MUIS",2024-06-15,12:34:00,"Saturday","DUNDAS WEST STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",12,"Non-Peak",NA,NA,"12:00",14,0
"4868","MUIS",2024-02-02,05:38:00,"Friday","KENNEDY BD STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",5,"Non-Peak",NA,NA,"05:00",2.3,0
"4869","MUIS",2024-03-01,11:16:00,"Friday","DUPONT STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",11,"Non-Peak",NA,NA,"11:00",-0.6,0
"4870","MUIS",2024-05-28,22:18:00,"Tuesday","BAY STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",22,"Non-Peak",NA,NA,"22:00",16.9,0
"4871","MUIS",2024-05-24,19:54:00,"Friday","QUEEN STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",19,"Non-Peak",NA,NA,"19:00",15.1,0
"4872","MUIS",2024-07-25,01:37:00,"Thursday","OSSINGTON STATION",0,0,"E","BD",0,"Injured or ill Customer (In Station) - Transported",1,"Non-Peak",NA,NA,"01:00",20.5,0
"4873","MUIS",2024-04-20,22:52:00,"Saturday","SPADINA BD STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",22,"Non-Peak",NA,NA,"22:00",7.4,0
"4874","MUIS",2024-01-07,16:27:00,"Sunday","WELLESLEY STATION",0,0,"N","YU",0,"Injured or ill Customer (In Station) - Transported",16,"Peak",NA,NA,"16:00",-1.8,0
"4875","MUIS",2024-02-16,16:45:00,"Friday","NORTH YORK CTR STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",16,"Peak",NA,NA,"16:00",-1.1,0
"4876","MUIS",2024-02-23,16:32:00,"Friday","VICTORIA PARK STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",16,"Peak",NA,NA,"16:00",3.7,0
"4877","MUIS",2024-01-21,21:42:00,"Sunday","DAVISVILLE STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",21,"Non-Peak",NA,NA,"21:00",-1.4,0
"4878","MUIS",2024-05-29,23:59:00,"Wednesday","BATHURST STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",23,"Non-Peak",NA,NA,"23:00",16.2,0
"4879","MUIS",2024-03-02,23:57:00,"Saturday","SHEPPARD STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",23,"Non-Peak",NA,NA,"23:00",5.3,0
"4880","MUIS",2024-02-01,18:31:00,"Thursday","FINCH STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",18,"Peak",NA,NA,"18:00",3.1,0
"4881","MUIS",2024-02-20,07:44:00,"Tuesday","LAWRENCE STATION",0,0,"N","YU",0,"Injured or ill Customer (In Station) - Transported",7,"Peak",NA,NA,"07:00",-1.9,0
"4882","MUIS",2024-02-06,17:04:00,"Tuesday","EGLINTON STATION",0,0,"S","YU",0,"Injured or ill Customer (In Station) - Transported",17,"Peak",NA,NA,"17:00",0.1,0
"4883","MUIS",2024-04-16,22:40:00,"Tuesday","UNION STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",22,"Non-Peak",NA,NA,"22:00",5.7,0
"4884","MUIS",2024-06-12,19:02:00,"Wednesday","FINCH STATION",0,0,NA,"YU",0,"Injured or ill Customer (In Station) - Transported",19,"Non-Peak",NA,NA,"19:00",16.7,0
"4885","MUIS",2024-02-15,01:48:00,"Thursday","SPADINA BD STATION",0,0,NA,"BD",0,"Injured or ill Customer (In Station) - Transported",1,"Non-Peak",NA,NA,"01:00",-3,0
